"Name","Self Time","Self Time (CPU)","Total Time","Total Time (CPU)","Hits"
"org.hibernate.query.Query.getResultList ()","0.0 ms (0%)","0.0 ms (0%)","1,137,571 ms (0.1%)","854,667 ms (0.1%)","297"
"org.hibernate.sql.results.internal.StandardRowReader.coordinateInitializers ()","0.0 ms (0%)","0.0 ms (0%)","10,014,568 ms (0.6%)","10,014,568 ms (0.7%)","1,263"
"org.hibernate.sql.results.graph.entity.internal.EntityJoinedFetchInitializer.resolveKey ()","0.0 ms (0%)","0.0 ms (0%)","678,896 ms (0%)","678,896 ms (0.1%)","211"
"org.hibernate.sql.results.graph.basic.BasicResultAssembler.assemble ()","0.0 ms (0%)","0.0 ms (0%)","5,062,534 ms (0.3%)","5,062,534 ms (0.4%)","693"
"org.hibernate.sql.results.graph.basic.BasicResultAssembler.extractRawValue ()","0.0 ms (0%)","0.0 ms (0%)","5,001,613 ms (0.3%)","5,001,613 ms (0.4%)","687"
"com.zaxxer.hikari.pool.HikariProxyResultSet.getLong ()","0.0 ms (0%)","0.0 ms (0%)","114,524 ms (0%)","114,524 ms (0%)","30"
"org.hibernate.event.service.internal.EventListenerGroupImpl.fireLazyEventOnEachListener ()","0.0 ms (0%)","0.0 ms (0%)","11,976 ms (0%)","11,976 ms (0%)","1"
"org.hibernate.action.internal.EntityDeleteAction.postDelete ()","0.0 ms (0%)","0.0 ms (0%)","11,976 ms (0%)","11,976 ms (0%)","1"
"org.hibernate.action.internal.EntityDeleteAction.postDeleteLoaded ()","0.0 ms (0%)","0.0 ms (0%)","11,976 ms (0%)","11,976 ms (0%)","1"
"org.hibernate.engine.jdbc.batch.internal.BatchImpl.releaseStatements ()","0.0 ms (0%)","0.0 ms (0%)","11,976 ms (0%)","11,976 ms (0%)","1"
"org.hibernate.engine.jdbc.batch.internal.BatchImpl.release ()","0.0 ms (0%)","0.0 ms (0%)","11,976 ms (0%)","11,976 ms (0%)","1"
"org.hibernate.query.sqm.internal.DomainParameterXref.from ()","0.0 ms (0%)","0.0 ms (0%)","26,192 ms (0%)","26,192 ms (0%)","4"
"com.example.sns_project.exception.AlreadyLikedException.<init> ()","0.0 ms (0%)","0.0 ms (0%)","16,319 ms (0%)","16,319 ms (0%)","3"
"org.hibernate.loader.internal.IdentifierLoadAccessImpl.perform ()","0.0 ms (0%)","0.0 ms (0%)","1,206,016 ms (0.1%)","1,064,253 ms (0.1%)","175"
"org.hibernate.loader.internal.IdentifierLoadAccessImpl$$Lambda$2650.0x0000000801b12b50.get ()","0.0 ms (0%)","0.0 ms (0%)","1,206,016 ms (0.1%)","1,064,253 ms (0.1%)","175"
"org.hibernate.loader.internal.IdentifierLoadAccessImpl.lambda$load$1 ()","0.0 ms (0%)","0.0 ms (0%)","1,206,016 ms (0.1%)","1,064,253 ms (0.1%)","175"
"org.hibernate.loader.internal.IdentifierLoadAccessImpl.doLoad ()","0.0 ms (0%)","0.0 ms (0%)","1,206,016 ms (0.1%)","1,064,253 ms (0.1%)","175"
"org.hibernate.internal.SessionImpl.fireLoad ()","0.0 ms (0%)","0.0 ms (0%)","1,192,923 ms (0.1%)","1,051,160 ms (0.1%)","173"
"org.hibernate.internal.SessionImpl.fireLoadNoChecks ()","0.0 ms (0%)","0.0 ms (0%)","1,585,551 ms (0.1%)","1,342,927 ms (0.1%)","250"
"org.hibernate.internal.SessionImpl$$Lambda$2658.0x0000000801b14530.applyEventToListener ()","0.0 ms (0%)","0.0 ms (0%)","1,585,551 ms (0.1%)","1,342,927 ms (0.1%)","250"
"org.hibernate.event.internal.DefaultLoadEventListener.onLoad ()","0.0 ms (0%)","0.0 ms (0%)","1,585,551 ms (0.1%)","1,342,927 ms (0.1%)","250"
"org.hibernate.event.internal.DefaultLoadEventListener.doOnLoad ()","0.0 ms (0%)","0.0 ms (0%)","1,585,551 ms (0.1%)","1,342,927 ms (0.1%)","250"
"org.hibernate.event.internal.DefaultLoadEventListener.proxyOrLoad ()","0.0 ms (0%)","0.0 ms (0%)","1,585,551 ms (0.1%)","1,342,927 ms (0.1%)","250"
"org.hibernate.event.internal.DefaultLoadEventListener.loadWithRegularProxy ()","0.0 ms (0%)","0.0 ms (0%)","1,580,250 ms (0.1%)","1,337,626 ms (0.1%)","249"
"org.hibernate.event.internal.DefaultLoadEventListener.load ()","0.0 ms (0%)","0.0 ms (0%)","1,580,250 ms (0.1%)","1,337,626 ms (0.1%)","498"
"org.hibernate.event.internal.DefaultLoadEventListener.doLoad ()","0.0 ms (0%)","0.0 ms (0%)","1,580,250 ms (0.1%)","1,337,626 ms (0.1%)","249"
"org.hibernate.event.internal.DefaultLoadEventListener.loadFromCacheOrDatasource ()","0.0 ms (0%)","0.0 ms (0%)","1,580,250 ms (0.1%)","1,337,626 ms (0.1%)","249"
"org.hibernate.event.internal.DefaultLoadEventListener.loadFromDatasource ()","0.0 ms (0%)","0.0 ms (0%)","1,580,250 ms (0.1%)","1,337,626 ms (0.1%)","249"
"org.hibernate.persister.entity.AbstractEntityPersister.load ()","0.0 ms (0%)","0.0 ms (0%)","1,580,250 ms (0.1%)","1,337,626 ms (0.1%)","249"
"org.hibernate.persister.entity.AbstractEntityPersister.doLoad ()","0.0 ms (0%)","0.0 ms (0%)","1,580,250 ms (0.1%)","1,337,626 ms (0.1%)","249"
"org.hibernate.loader.ast.internal.EntityBatchLoaderInPredicate.load ()","0.0 ms (0%)","0.0 ms (0%)","967,327 ms (0.1%)","724,703 ms (0.1%)","197"
"org.hibernate.loader.ast.internal.AbstractEntityBatchLoader.load ()","0.0 ms (0%)","0.0 ms (0%)","967,327 ms (0.1%)","724,703 ms (0.1%)","387"
"org.hibernate.loader.ast.internal.SingleIdEntityLoaderStandardImpl.load ()","0.0 ms (0%)","0.0 ms (0%)","905,940 ms (0.1%)","663,315 ms (0%)","190"
"org.hibernate.loader.ast.internal.SingleIdLoadPlan.load ()","0.0 ms (0%)","0.0 ms (0%)","905,940 ms (0.1%)","663,315 ms (0%)","190"
"org.hibernate.sql.results.graph.entity.AbstractEntityInitializer.initializeInstance ()","0.0 ms (0%)","0.0 ms (0%)","5,568,814 ms (0.3%)","5,568,814 ms (0.4%)","745"
"com.zaxxer.hikari.pool.HikariProxyPreparedStatement.setLong ()","0.0 ms (0%)","0.0 ms (0%)","12,870 ms (0%)","12,870 ms (0%)","2"
"org.apache.coyote.http11.Http11InputBuffer.parseHeaders ()","0.0 ms (0%)","0.0 ms (0%)","46,032 ms (0%)","46,032 ms (0%)","17"
"com.zaxxer.hikari.pool.HikariProxyResultSet.getTimestamp ()","0.0 ms (0%)","0.0 ms (0%)","1,864,866 ms (0.1%)","1,864,866 ms (0.1%)","278"
"org.mariadb.jdbc.client.result.rowdecoder.BinaryRowDecoder.decodeTimestamp ()","0.0 ms (0%)","0.0 ms (0%)","1,801,245 ms (0.1%)","1,801,245 ms (0.1%)","263"
"org.hibernate.type.descriptor.jdbc.BigIntJdbcType$1.doBind ()","0.0 ms (0%)","0.0 ms (0%)","12,870 ms (0%)","12,870 ms (0%)","2"
"com.example.sns_project.controller.CommentController.getAllChildComments ()","0.0 ms (0%)","0.0 ms (0%)","648,814 ms (0%)","437,044 ms (0%)","154"
"com.example.sns_project.service.CommentService$$SpringCGLIB$$0.getAllChildComments ()","0.0 ms (0%)","0.0 ms (0%)","608,185 ms (0%)","396,416 ms (0%)","148"
"com.example.sns_project.service.CommentService.getAllChildComments ()","0.0 ms (0%)","0.0 ms (0%)","296,830 ms (0%)","265,907 ms (0%)","70"
"io.micrometer.core.instrument.MeterRegistry$More.longTaskTimer ()","0.0 ms (0%)","0.0 ms (0%)","9,899 ms (0%)","9,899 ms (0%)","1"
"org.hibernate.event.spi.PersistContext$1Impl.<init> ()","0.0 ms (0%)","0.0 ms (0%)","2,202 ms (0%)","2,202 ms (0%)","1"
"org.hibernate.event.spi.PersistContext.create ()","0.0 ms (0%)","0.0 ms (0%)","2,202 ms (0%)","2,202 ms (0%)","1"
"org.hibernate.query.sql.internal.NativeQueryImpl.<init> ()","0.0 ms (0%)","0.0 ms (0%)","1,015 ms (0%)","390 ms (0%)","8"
"org.hibernate.query.sql.internal.NativeQueryImpl.resolveParameterInterpretation ()","0.0 ms (0%)","0.0 ms (0%)","729 ms (0%)","104 ms (0%)","7"
"org.hibernate.query.internal.QueryInterpretationCacheStandardImpl.resolveNativeQueryParameters ()","0.0 ms (0%)","0.0 ms (0%)","729 ms (0%)","104 ms (0%)","7"
"org.hibernate.internal.util.collections.LinkedIdentityHashMap.lambda$entrySet$0 ()","0.0 ms (0%)","0.0 ms (0%)","6,474 ms (0%)","6,474 ms (0%)","1"
"org.hibernate.query.internal.QueryInterpretationCacheStandardImpl$$Lambda$2883.0x0000000801b47240.apply ()","0.0 ms (0%)","0.0 ms (0%)","729 ms (0%)","104 ms (0%)","7"
"org.hibernate.query.internal.QueryInterpretationCacheStandardImpl.lambda$resolveNativeQueryParameters$0 ()","0.0 ms (0%)","0.0 ms (0%)","729 ms (0%)","104 ms (0%)","7"
"org.hibernate.query.sql.internal.NativeQueryImpl$$Lambda$2878.0x0000000801b46920.apply ()","0.0 ms (0%)","0.0 ms (0%)","729 ms (0%)","104 ms (0%)","7"
"org.hibernate.query.sql.internal.NativeQueryImpl.lambda$resolveParameterInterpretation$6 ()","624 ms (0%)","0.0 ms (0%)","729 ms (0%)","104 ms (0%)","7"
"com.fasterxml.jackson.databind.ser.impl.IndexedListSerializer.serialize ()","0.0 ms (0%)","0.0 ms (0%)","20,794 ms (0%)","20,794 ms (0%)","16"
"com.fasterxml.jackson.databind.ser.impl.IndexedListSerializer.serializeContents ()","0.0 ms (0%)","0.0 ms (0%)","20,794 ms (0%)","20,794 ms (0%)","8"
"com.fasterxml.jackson.datatype.jsr310.ser.LocalDateTimeSerializer.serialize ()","0.0 ms (0%)","0.0 ms (0%)","13,174 ms (0%)","13,174 ms (0%)","10"
"org.hibernate.internal.util.collections.LinkedIdentityHashMap$$Lambda$2148.0x000000080190f278.apply ()","0.0 ms (0%)","0.0 ms (0%)","6,474 ms (0%)","6,474 ms (0%)","1"
"org.hibernate.query.sql.internal.NativeQueryImpl.doList ()","0.0 ms (0%)","0.0 ms (0%)","157,396 ms (0%)","127,098 ms (0%)","46"
"org.hibernate.query.sql.internal.NativeSelectQueryPlanImpl.performList ()","0.0 ms (0%)","0.0 ms (0%)","157,396 ms (0%)","127,098 ms (0%)","46"
"org.hibernate.sql.exec.internal.JdbcSelectExecutorStandardImpl.resolveJdbcValuesSource ()","0.0 ms (0%)","0.0 ms (0%)","186,510 ms (0%)","156,211 ms (0%)","49"
"org.hibernate.query.results.ResultSetMappingImpl.resolve ()","0.0 ms (0%)","0.0 ms (0%)","142,716 ms (0%)","112,417 ms (0%)","42"
"com.example.sns_project.jwt.JwtInterceptor.preHandle ()","0.0 ms (0%)","0.0 ms (0%)","324,806 ms (0%)","324,806 ms (0%)","73"
"com.example.sns_project.jwt.JwtUtil.validateToken ()","0.0 ms (0%)","0.0 ms (0%)","205,355 ms (0%)","205,355 ms (0%)","43"
"io.jsonwebtoken.Jwts.parser ()","0.0 ms (0%)","0.0 ms (0%)","73,427 ms (0%)","73,427 ms (0%)","19"
"com.fasterxml.jackson.databind.SerializationConfig.<init> ()","0.0 ms (0%)","0.0 ms (0%)","105 ms (0%)","105 ms (0%)","1"
"com.fasterxml.jackson.databind.cfg.MapperConfigBase.<init> ()","0.0 ms (0%)","0.0 ms (0%)","105 ms (0%)","105 ms (0%)","1"
"org.hibernate.sql.results.jdbc.internal.AbstractResultSetAccess.getColumnCount ()","0.0 ms (0%)","0.0 ms (0%)","94,051 ms (0%)","64,278 ms (0%)","27"
"io.lettuce.core.protocol.AsyncCommand.completeResult ()","0.0 ms (0%)","0.0 ms (0%)","7,242 ms (0%)","7,242 ms (0%)","4"
"org.hibernate.sql.results.graph.entity.internal.EntityResultInitializer.<init> ()","0.0 ms (0%)","0.0 ms (0%)","82,501 ms (0%)","82,501 ms (0%)","11"
"io.lettuce.core.protocol.AsyncCommand.complete ()","0.0 ms (0%)","0.0 ms (0%)","7,242 ms (0%)","7,242 ms (0%)","4"
"com.example.sns_project.service.CommentService$$Lambda$2932.0x0000000801b693e0.accept ()","0.0 ms (0%)","0.0 ms (0%)","9,971 ms (0%)","9,971 ms (0%)","4"
"com.example.sns_project.service.CommentService.lambda$getAllChildComments$5 ()","0.0 ms (0%)","0.0 ms (0%)","9,971 ms (0%)","9,971 ms (0%)","4"
"io.lettuce.core.protocol.CommandWrapper.complete ()","0.0 ms (0%)","0.0 ms (0%)","7,242 ms (0%)","7,242 ms (0%)","4"
"com.example.sns_project.controller.PostController.likePost ()","0.0 ms (0%)","0.0 ms (0%)","1,140,571 ms (0.1%)","782,600 ms (0.1%)","228"
"com.example.sns_project.service.PostService$$SpringCGLIB$$0.likePost ()","0.0 ms (0%)","0.0 ms (0%)","1,137,261 ms (0.1%)","779,289 ms (0.1%)","226"
"com.example.sns_project.service.PostService.likePost ()","0.0 ms (0%)","0.0 ms (0%)","843,568 ms (0%)","656,870 ms (0%)","163"
"com.example.sns_project.dto.PostDTO.setLikedBy ()","0.0 ms (0%)","0.0 ms (0%)","7,368 ms (0%)","7,368 ms (0%)","2"
"org.hibernate.resource.jdbc.internal.AbstractLogicalConnectionImplementor.commit ()","0.0 ms (0%)","0.0 ms (0%)","904,037 ms (0.1%)","363,747 ms (0%)","258"
"org.hibernate.resource.jdbc.internal.LogicalConnectionManagedImpl.afterCompletion ()","0.0 ms (0%)","0.0 ms (0%)","320,054 ms (0%)","191,888 ms (0%)","103"
"org.hibernate.resource.jdbc.internal.AbstractLogicalConnectionImplementor.resetConnection ()","0.0 ms (0%)","0.0 ms (0%)","315,959 ms (0%)","187,792 ms (0%)","101"
"com.zaxxer.hikari.pool.HikariProxyConnection.setAutoCommit ()","0.0 ms (0%)","0.0 ms (0%)","740,457 ms (0%)","416,028 ms (0%)","214"
"com.zaxxer.hikari.pool.ProxyConnection.setAutoCommit ()","0.0 ms (0%)","0.0 ms (0%)","740,457 ms (0%)","416,028 ms (0%)","214"
"org.mariadb.jdbc.message.client.QueryPacket.encode ()","0.0 ms (0%)","0.0 ms (0%)","244,907 ms (0%)","244,907 ms (0%)","73"
"io.lettuce.core.protocol.AsyncCommand.onComplete ()","0.0 ms (0%)","0.0 ms (0%)","9,516 ms (0%)","9,516 ms (0%)","1"
"org.mariadb.jdbc.message.client.PingPacket.encode ()","0.0 ms (0%)","0.0 ms (0%)","35,359 ms (0%)","35,359 ms (0%)","19"
"org.hibernate.type.AbstractStandardBasicType.isDirty ()","0.0 ms (0%)","0.0 ms (0%)","15,990 ms (0%)","15,990 ms (0%)","4"
"org.hibernate.jpa.spi.NativeQueryTupleTransformer$NativeTupleImpl.get ()","0.0 ms (0%)","0.0 ms (0%)","10,350 ms (0%)","10,350 ms (0%)","3"
"org.hibernate.collection.internal.CustomCollectionTypeSemantics.instantiateWrapper ()","0.0 ms (0%)","0.0 ms (0%)","234,852 ms (0%)","234,852 ms (0%)","38"
"com.fasterxml.jackson.databind.node.ArrayNode._add ()","0.0 ms (0%)","0.0 ms (0%)","13,985 ms (0%)","13,985 ms (0%)","2"
"com.fasterxml.jackson.databind.node.ArrayNode.add ()","0.0 ms (0%)","0.0 ms (0%)","13,985 ms (0%)","13,985 ms (0%)","2"
"com.example.sns_project.service.CommentService$$Lambda$2842.0x0000000801b3a9e0.apply ()","0.0 ms (0%)","0.0 ms (0%)","239,992 ms (0%)","217,204 ms (0%)","57"
"com.example.sns_project.service.CommentService.lambda$getRootComments$4 ()","0.0 ms (0%)","0.0 ms (0%)","239,992 ms (0%)","217,204 ms (0%)","57"
"com.example.sns_project.service.CommentService.buildCommentHierarchy ()","0.0 ms (0%)","0.0 ms (0%)","239,992 ms (0%)","217,204 ms (0%)","57"
"io.netty.channel.AbstractChannelHandlerContext.invokeFlush0 ()","0.0 ms (0%)","0.0 ms (0%)","18,288 ms (0%)","18,288 ms (0%)","16"
"io.netty.channel.ChannelDuplexHandler.flush ()","0.0 ms (0%)","0.0 ms (0%)","18,288 ms (0%)","18,288 ms (0%)","8"
"io.netty.channel.AbstractChannelHandlerContext.flush ()","0.0 ms (0%)","0.0 ms (0%)","18,288 ms (0%)","18,288 ms (0%)","8"
"io.netty.channel.AbstractChannelHandlerContext.invokeFlush ()","0.0 ms (0%)","0.0 ms (0%)","18,288 ms (0%)","18,288 ms (0%)","8"
"io.netty.channel.DefaultChannelPipeline$HeadContext.flush ()","0.0 ms (0%)","0.0 ms (0%)","18,288 ms (0%)","18,288 ms (0%)","8"
"io.netty.channel.AbstractChannel$AbstractUnsafe.flush ()","0.0 ms (0%)","0.0 ms (0%)","18,288 ms (0%)","18,288 ms (0%)","8"
"io.netty.channel.nio.AbstractNioChannel$AbstractNioUnsafe.flush0 ()","0.0 ms (0%)","0.0 ms (0%)","18,288 ms (0%)","18,288 ms (0%)","8"
"io.netty.channel.AbstractChannel$AbstractUnsafe.flush0 ()","0.0 ms (0%)","0.0 ms (0%)","18,288 ms (0%)","18,288 ms (0%)","8"
"io.netty.channel.socket.nio.NioSocketChannel.doWrite ()","0.0 ms (0%)","0.0 ms (0%)","18,288 ms (0%)","18,288 ms (0%)","8"
"org.hibernate.type.BasicTypeRegistry.resolve ()","0.0 ms (0%)","0.0 ms (0%)","8,202 ms (0%)","8,202 ms (0%)","1"
"org.hibernate.sql.results.jdbc.internal.JdbcValuesMappingProducerStandard.resolve ()","0.0 ms (0%)","0.0 ms (0%)","94.5 ms (0%)","94.5 ms (0%)","1"
"com.example.sns_project.controller.CommentController.createComment ()","0.0 ms (0%)","0.0 ms (0%)","397,898 ms (0%)","251,537 ms (0%)","91"
"com.example.sns_project.service.CommentService$$SpringCGLIB$$0.createComment ()","0.0 ms (0%)","0.0 ms (0%)","391,704 ms (0%)","245,343 ms (0%)","90"
"com.example.sns_project.service.CommentService.createComment ()","0.0 ms (0%)","0.0 ms (0%)","245,689 ms (0%)","195,280 ms (0%)","50"
"com.fasterxml.jackson.databind.ObjectMapper.writer ()","0.0 ms (0%)","0.0 ms (0%)","8,202 ms (0%)","8,202 ms (0%)","1"
"org.hibernate.event.spi.MergeContext.put ()","0.0 ms (0%)","0.0 ms (0%)","23,702 ms (0%)","23,702 ms (0%)","5"
"org.hibernate.internal.SessionImpl$$Lambda$3004.0x0000000801b87418.applyEventToListener ()","0.0 ms (0%)","0.0 ms (0%)","23,702 ms (0%)","23,702 ms (0%)","5"
"org.hibernate.internal.SessionImpl.persist ()","0.0 ms (0%)","0.0 ms (0%)","50,661 ms (0%)","24,387 ms (0%)","25"
"org.hibernate.internal.SessionImpl.firePersist ()","0.0 ms (0%)","0.0 ms (0%)","50,661 ms (0%)","24,387 ms (0%)","25"
"org.hibernate.internal.SessionImpl$$Lambda$2949.0x0000000801b6f3d8.accept ()","0.0 ms (0%)","0.0 ms (0%)","50,661 ms (0%)","24,387 ms (0%)","25"
"org.hibernate.event.internal.DefaultPersistEventListener.onPersist ()","0.0 ms (0%)","0.0 ms (0%)","111,695 ms (0%)","85,421 ms (0%)","64"
"org.hibernate.event.internal.DefaultPersistEventListener.persist ()","0.0 ms (0%)","0.0 ms (0%)","109,492 ms (0%)","83,218 ms (0%)","39"
"org.hibernate.event.internal.DefaultPersistEventListener.entityIsTransient ()","0.0 ms (0%)","0.0 ms (0%)","48,458 ms (0%)","22,184 ms (0%)","24"
"org.hibernate.event.internal.AbstractSaveEventListener.saveWithGeneratedId ()","0.0 ms (0%)","0.0 ms (0%)","48,458 ms (0%)","22,184 ms (0%)","24"
"org.hibernate.event.internal.AbstractSaveEventListener.performSave ()","0.0 ms (0%)","0.0 ms (0%)","48,458 ms (0%)","22,184 ms (0%)","24"
"org.hibernate.event.internal.AbstractSaveEventListener.performSaveOrReplicate ()","0.0 ms (0%)","0.0 ms (0%)","48,458 ms (0%)","22,184 ms (0%)","24"
"org.hibernate.event.internal.AbstractSaveEventListener.addInsertAction ()","0.0 ms (0%)","0.0 ms (0%)","48,458 ms (0%)","22,184 ms (0%)","24"
"org.hibernate.engine.spi.ActionQueue.addAction ()","0.0 ms (0%)","0.0 ms (0%)","48,458 ms (0%)","22,184 ms (0%)","24"
"org.hibernate.engine.spi.ActionQueue.addInsertAction ()","0.0 ms (0%)","0.0 ms (0%)","48,458 ms (0%)","22,184 ms (0%)","24"
"org.hibernate.engine.spi.ActionQueue.addResolvedEntityInsertAction ()","0.0 ms (0%)","0.0 ms (0%)","48,458 ms (0%)","22,184 ms (0%)","24"
"org.hibernate.engine.spi.ActionQueue.execute ()","0.0 ms (0%)","0.0 ms (0%)","47,685 ms (0%)","21,411 ms (0%)","23"
"org.hibernate.action.internal.EntityIdentityInsertAction.execute ()","0.0 ms (0%)","0.0 ms (0%)","47,685 ms (0%)","21,411 ms (0%)","23"
"org.hibernate.persister.entity.mutation.InsertCoordinatorStandard.insert ()","0.0 ms (0%)","0.0 ms (0%)","47,589 ms (0%)","21,314 ms (0%)","23"
"org.hibernate.persister.entity.mutation.InsertCoordinatorStandard.coordinateInsert ()","0.0 ms (0%)","0.0 ms (0%)","47,589 ms (0%)","21,314 ms (0%)","23"
"org.hibernate.persister.entity.mutation.InsertCoordinatorStandard.doStaticInserts ()","0.0 ms (0%)","0.0 ms (0%)","47,589 ms (0%)","21,314 ms (0%)","23"
"org.hibernate.persister.entity.mutation.InsertCoordinatorStandard.getTableInclusionChecker ()","0.0 ms (0%)","0.0 ms (0%)","283 ms (0%)","94.5 ms (0%)","3"
"org.hibernate.sql.results.internal.StandardRowReader.finishUp ()","0.0 ms (0%)","0.0 ms (0%)","392,628 ms (0%)","291,767 ms (0%)","77"
"org.hibernate.sql.results.internal.InitializersList.endLoading ()","0.0 ms (0%)","0.0 ms (0%)","392,628 ms (0%)","291,767 ms (0%)","77"
"org.hibernate.sql.results.graph.entity.internal.BatchEntitySelectFetchInitializer.endLoading ()","0.0 ms (0%)","0.0 ms (0%)","392,628 ms (0%)","291,767 ms (0%)","77"
"org.hibernate.engine.spi.CascadingActions$6.cascade ()","0.0 ms (0%)","0.0 ms (0%)","23,702 ms (0%)","23,702 ms (0%)","10"
"org.hibernate.sql.results.graph.entity.internal.BatchEntitySelectFetchInitializer$$Lambda$2838.0x0000000801b39a98.accept ()","0.0 ms (0%)","0.0 ms (0%)","392,628 ms (0%)","291,767 ms (0%)","77"
"org.hibernate.sql.results.graph.entity.internal.BatchEntitySelectFetchInitializer.lambda$endLoading$2 ()","0.0 ms (0%)","0.0 ms (0%)","392,628 ms (0%)","291,767 ms (0%)","77"
"org.hibernate.sql.results.graph.entity.internal.AbstractBatchEntitySelectFetchInitializer.loadInstance ()","0.0 ms (0%)","0.0 ms (0%)","392,628 ms (0%)","291,767 ms (0%)","77"
"org.hibernate.internal.SessionImpl.internalLoad ()","0.0 ms (0%)","0.0 ms (0%)","392,628 ms (0%)","291,767 ms (0%)","77"
"org.hibernate.event.internal.DefaultMergeEventListener.cascadeOnMerge ()","0.0 ms (0%)","0.0 ms (0%)","37,927 ms (0%)","37,927 ms (0%)","8"
"org.jboss.logging.Slf4jLocationAwareLogger.doLog ()","0.0 ms (0%)","0.0 ms (0%)","5,052 ms (0%)","5,052 ms (0%)","3"
"org.jboss.logging.Logger.trace ()","0.0 ms (0%)","0.0 ms (0%)","4,871 ms (0%)","4,871 ms (0%)","2"
"com.fasterxml.jackson.databind.ObjectMapper.readValue ()","0.0 ms (0%)","0.0 ms (0%)","204,980 ms (0%)","204,980 ms (0%)","79"
"com.fasterxml.jackson.databind.ObjectMapper._readMapAndClose ()","0.0 ms (0%)","0.0 ms (0%)","188,098 ms (0%)","188,098 ms (0%)","42"
"com.fasterxml.jackson.databind.deser.DefaultDeserializationContext.readRootValue ()","0.0 ms (0%)","0.0 ms (0%)","175,060 ms (0%)","175,060 ms (0%)","37"
"com.fasterxml.jackson.databind.deser.impl.TypeWrappedDeserializer.deserialize ()","0.0 ms (0%)","0.0 ms (0%)","36,587 ms (0%)","36,587 ms (0%)","8"
"com.fasterxml.jackson.databind.deser.std.UntypedObjectDeserializerNR.deserializeWithType ()","0.0 ms (0%)","0.0 ms (0%)","36,587 ms (0%)","36,587 ms (0%)","15"
"com.fasterxml.jackson.databind.jsontype.impl.AsPropertyTypeDeserializer.deserializeTypedFromAny ()","0.0 ms (0%)","0.0 ms (0%)","36,587 ms (0%)","36,587 ms (0%)","15"
"com.fasterxml.jackson.databind.jsontype.impl.AsArrayTypeDeserializer.deserializeTypedFromArray ()","0.0 ms (0%)","0.0 ms (0%)","36,587 ms (0%)","36,587 ms (0%)","9"
"com.fasterxml.jackson.databind.jsontype.impl.AsArrayTypeDeserializer._deserialize ()","0.0 ms (0%)","0.0 ms (0%)","36,587 ms (0%)","36,587 ms (0%)","9"
"com.fasterxml.jackson.databind.deser.std.StdDelegatingDeserializer.deserialize ()","0.0 ms (0%)","0.0 ms (0%)","36,587 ms (0%)","36,587 ms (0%)","8"
"com.fasterxml.jackson.databind.deser.std.CollectionDeserializer.deserialize ()","0.0 ms (0%)","0.0 ms (0%)","36,587 ms (0%)","36,587 ms (0%)","18"
"com.fasterxml.jackson.databind.deser.std.CollectionDeserializer.createDefaultInstance ()","0.0 ms (0%)","0.0 ms (0%)","94.5 ms (0%)","94.5 ms (0%)","1"
"org.hibernate.engine.jdbc.mutation.internal.AbstractMutationExecutor.execute ()","0.0 ms (0%)","0.0 ms (0%)","47,305 ms (0%)","21,220 ms (0%)","23"
"org.hibernate.engine.jdbc.mutation.internal.MutationExecutorSingleNonBatched.performNonBatchedOperations ()","0.0 ms (0%)","0.0 ms (0%)","47,305 ms (0%)","21,220 ms (0%)","23"
"org.hibernate.id.insert.AbstractReturningDelegate.performMutation ()","0.0 ms (0%)","0.0 ms (0%)","47,305 ms (0%)","21,220 ms (0%)","23"
"org.hibernate.engine.jdbc.mutation.internal.JdbcValueBindingsImpl.beforeStatement ()","0.0 ms (0%)","0.0 ms (0%)","627 ms (0%)","415 ms (0%)","5"
"org.hibernate.engine.jdbc.mutation.spi.BindingGroup.forEachBinding ()","0.0 ms (0%)","0.0 ms (0%)","627 ms (0%)","415 ms (0%)","5"
"org.mariadb.jdbc.message.server.CachedPrepareResultPacket.decrementUse ()","0.0 ms (0%)","0.0 ms (0%)","4,478 ms (0%)","4,478 ms (0%)","1"
"org.hibernate.engine.jdbc.mutation.internal.JdbcValueBindingsImpl$$Lambda$2972.0x0000000801b7c458.accept ()","0.0 ms (0%)","0.0 ms (0%)","627 ms (0%)","415 ms (0%)","5"
"org.hibernate.engine.jdbc.mutation.internal.JdbcValueBindingsImpl.lambda$beforeStatement$0 ()","0.0 ms (0%)","0.0 ms (0%)","627 ms (0%)","415 ms (0%)","5"
"org.hibernate.engine.jdbc.mutation.internal.PreparedStatementDetailsStandard.resolveStatement ()","0.0 ms (0%)","0.0 ms (0%)","627 ms (0%)","415 ms (0%)","5"
"org.hibernate.engine.jdbc.mutation.internal.ModelMutationHelper$$Lambda$2963.0x0000000801b72698.get ()","0.0 ms (0%)","0.0 ms (0%)","627 ms (0%)","415 ms (0%)","5"
"org.hibernate.engine.jdbc.mutation.internal.ModelMutationHelper.lambda$standardPreparation$0 ()","0.0 ms (0%)","0.0 ms (0%)","627 ms (0%)","415 ms (0%)","5"
"org.hibernate.engine.jdbc.mutation.internal.ModelMutationHelper.delegateStatementPreparation ()","0.0 ms (0%)","0.0 ms (0%)","627 ms (0%)","415 ms (0%)","5"
"org.hibernate.id.insert.InsertReturningDelegate.prepareStatement ()","0.0 ms (0%)","0.0 ms (0%)","627 ms (0%)","415 ms (0%)","5"
